Keyword	Frequency	Score
Sicherheitsdienst	5	-6
Polizeiwagen	5	3
Gebã	5	4
Bauprojekt	5	5
Rechtsstreit	5	-10
Philharmonie	5	3
Großbrand	5	5
Amoklauf	5	-7
Eigentumswohnung	5	-2
Neonazi	5	4
Ausschreitung	5	-1
Asyl	5	-1
Haushalt	5	-5
Klinik	5	-2
Milieuschutz	5	-3
Landgericht	5	-2
Liegenschaftsfonds	5	-4
Verkehrsunfall	5	2
Wiederaufbau	5	7
Städtentwicklung	5	0
Baugenehmigung	5	6
Stadtautobahn	5	4
Hriger	5	-1
Todesfall	5	-3
Einbrecher	5	2
Wirtschaftsstandort	5	10
Flüchtlingsheim	5	-10
Tiefgarage	5	2
User	5	-8
Obduktion	5	3
Rgermeister	5	-1
Charitã	5	-7
Stadtplanung	5	2
Weihnachtsmarkt	5	2
Wolkenkratzer	5	-10
Friedhof	5	-7
Hintergrund	5	-9
Nahverkehr	5	10
Mauerfall	5	7
Sperrung	5	2
Schloss	5	-10
Polizeikontrolle	5	-6
Archivfoto	5	-3
Warnstreik	5	-9
Rechtsextremisten	5	4
Erã	6	3
Ffnung	6	-3
Streife	6	9
Gehege	6	2
Gelã	6	2
Bezirksbã	6	2
Stadtquartier	6	9
Quartier	6	5
Wohnviertel	6	-5
Jugendgewalt	6	-6
Autobahn	6	-5
Reifenlager	6	5
Parkzone	6	-6
Abgeordnetenhaus	6	3
Haftbefehl	6	-9
Rechtsextremismus	6	-3
Denkmaltag	6	4
Fenster	6	2
Mahnwache	6	6
Geldautomat	6	-5
Wahlkampf	6	8
Weihnachtsbaum	6	2
Psychiatrie	6	6
Simulation	6	6
Stau	6	0
Strandbad	6	9
Gleisdreieck	7	-8
Prã	7	8
Bergriff	7	2
Moschee	7	0
Konflikt	7	-2
Umzug	7	-7
Brandstiftung	7	-8
Asylbewerberheim	7	5
Gentrifizierung	7	9
Straftat	7	-9
Stadtrat	7	-8
Insolvenz	7	5
Tram	7	-1
Verbot	7	0
Flughafen	7	-4
Krise	7	10
Leiche	7	-8
Leerstand	7	-9
Kundgebung	8	-2
Einbruch	8	4
Demonstration	8	2
Treffpunkt	8	6
Attacke	8	3
Alkohol	8	-7
Bebauung	8	3
Verkehr	8	2
Tunnel	8	1
Baukosten	8	7
Abriss	8	5
Wahlkreis	8	3
Umbau	8	-7
BBI	8	8
Volksentscheid	8	5
Finanzen	8	7
Sanierung	8	-5
Stadtbad	8	7
Stolperstein	9	2
Straã	9	1
Nanlage	9	-5
Senat	9	7
Muslime	9	5
Initiative	9	1
Hochhaus	9	-2
Immobilie	9	2
Krankenhaus	9	-5
Baustadtrat	9	-3
Asylbewerber	9	-2
Garten	9	4
Grundschule	10	0
Denkmalschutz	10	8
Tatort	10	7
Grã	10	8
Groã	10	9
Hartz IV	10	5
Drogen	11	7
Flã	11	1
Festnahme	11	-9
Verbrechen	11	7
Kita	11	-6
Feuer	12	-6
Miete	12	3
Mord	12	5
Schã	12	1
Einkaufszentrum	12	-3
Baustelle	13	-10
Unfall	13	8
Neubau	14	6
Streit	16	-8
Schule	17	8
Bezirksamt	17	7
Rathaus	17	5
